Category,Keyword,Tweet_Timestamp,Tweet_Content,Tweet_Number_of_Retweets,Tweet_Number_of_Likes,Tweet_Number_of_Looks,Lemmatized_Tweets,Clean_Tweets,Cleaned_Tweet_Emojified,Label
TopPost,#parisolympics,08-08-2024,That first Olympic final feeling for Nikki Hiltz.  #ParisOlympics  NBC & Peacock,473,5300,313000,first olympic final feeling nikki hiltz parisolympics nbc peacock,"['first', 'olympic', 'final', 'feeling', 'nikki', 'hiltz', 'parisolympics', 'nbc', 'peacock']",first olympic final feeling nikki hiltz parisolympics nbc peacock,non-hate
TopPost,#parisolympics,08-08-2024,Noah Lyles provides an update on his condition after the 200m final. #ParisOlympics  NBC & Peacock,1000,6000,971000,noah lyles provides update condition final parisolympics nbc peacock,"['noah', 'lyles', 'provides', 'update', 'condition', 'final', 'parisolympics', 'nbc', 'peacock']",noah lyles provides update condition final parisolympics nbc peacock,non-hate
TopPost,#olympics2024,08-08-2024,"#Armenian disrespect in all its glory: the resentful Artur Aleksanyan could not accept defeat with dignity.The other day, Aleksanyan demonstratively removed the silver medal awarded to him at the ceremony in #Paris. The Iranian Greco-Roman #wrestler Mohammad Hadi Saravi",35,198,49000,armenian disrespect glory resentful artur aleksanyan accept defeat dignitythe day aleksanyan demonstratively removed silver medal awarded ceremony paris iranian grecoroman wrestler mohammad hadi saravi,"['armenian', 'disrespect', 'glory', 'resentful', 'artur', 'aleksanyan', 'accept', 'defeat', 'dignitythe', 'day', 'aleksanyan', 'demonstratively', 'removed', 'silver', 'medal', 'awarded', 'ceremony', 'paris', 'iranian', 'grecoroman', 'wrestler', 'mohammad', 'hadi', 'saravi']",armenian disrespect glory resentful artur aleksanyan accept defeat dignitythe day aleksanyan demonstratively removed silver 🏅 awarded ceremony paris iranian grecoroman wrestler mohammad hadi saravi,hate
TopPost,#paris2024,08-08-2024,"Gold then. Silver now. The consistency means more than the medal itself! Thank you for furthering the nationÃ¢Â€Â™s pride by 89.45mts, Neeraj! #WhistleForIndia #Paris2024 #Olympics",335,4800,130000,gold silver consistency mean medal thank furthering nation pride neeraj whistleforindia paris2024 olympics,"['gold', 'silver', 'consistency', 'mean', 'medal', 'thank', 'furthering', 'nation', 'pride', 'neeraj', 'whistleforindia', 'paris2024', 'olympics']",🥇 silver consistency mean 🏅 thank furthering nation pride neeraj whistleforindia paris2024 olympics,non-hate
TopPost,#paris2024,08-08-2024,GOLD MEDAL AND OLYMPIC RECORDRizki Juniansyah sukses menyumbang emas angkat besi 73 kg putra untuk Indonesia  Total: 354 kg Snatch: 155 kg Clean and jerk: 199 kg (OR)#SportsTerlengkapAdaDiVidio #BawaPulangMedali #Olympics #Paris2024 #Weightlifting,6500,13000,331000,gold medal olympic recordrizki juniansyah sukses menyumbang emas angkat besi kg putra untuk indonesia total kg snatch kg clean jerk kg orsportsterlengkapadadividio bawapulangmedali olympics paris2024 weightlifting,"['gold', 'medal', 'olympic', 'recordrizki', 'juniansyah', 'sukses', 'menyumbang', 'emas', 'angkat', 'besi', 'kg', 'putra', 'untuk', 'indonesia', 'total', 'kg', 'snatch', 'kg', 'clean', 'jerk', 'kg', 'orsportsterlengkapadadividio', 'bawapulangmedali', 'olympics', 'paris2024', 'weightlifting']",🥇 🏅 olympic recordrizki juniansyah sukses menyumbang emas angkat besi kg putra untuk indonesia total kg snatch kg clean jerk kg orsportsterlengkapadadividio bawapulangmedali olympics paris2024 weightlifting,hate
TopPost,#paris2024,08-08-2024,"Letsile Tebogo  dedicates his Olympic 200m GOLD  to his mother, Seratiwa Tebogo, who passed on in May this year after a brief illness.#Paris2024 #Olympics #Athletics",5500,19000,553000,letsile tebogo dedicates gold mother seratiwa tebogo passed year brief illnessparis2024 olympics athletics,"['letsile', 'tebogo', 'dedicates', 'gold', 'mother', 'seratiwa', 'tebogo', 'passed', 'year', 'brief', 'illnessparis2024', 'olympics', 'athletics']",letsile tebogo dedicates 🥇 mother seratiwa tebogo passed year brief illnessparis2024 olympics athletics,non-hate
TopPost,#paris2024,08-08-2024,Scoring the FINAL 13 POINTS for USA to complete their #Paris2024 Semifinals comeback...Steph. Bron. KD.,7200,39000,2500000,scoring final point usa complete paris2024 semifinal comebacksteph bron kd,"['scoring', 'final', 'point', 'usa', 'complete', 'paris2024', 'semifinal', 'comebacksteph', 'bron', 'kd']",scoring final point usa complete paris2024 semifinal comebacksteph bron kd,non-hate
TopPost,#parisolympics,08-08-2024,.@katieledecky answers the call The 14x Olympic medalist receives the news from @Robert_Finke that sheÃ¢Â€Â™ll be one of Team USAÃ¢Â€Â™s flag bearers at the Closing Ceremony. #ParisOlympics,1000,10000,454000,katieledecky answer call olympic medalist receives news robertfinke shell team usa flag bearer closing ceremony parisolympics,"['katieledecky', 'answer', 'call', 'olympic', 'medalist', 'receives', 'news', 'robertfinke', 'shell', 'team', 'usa', 'flag', 'bearer', 'closing', 'ceremony', 'parisolympics']",katieledecky answer call olympic medalist receives news robertfinke shell 👥 usa flag bearer closing ceremony parisolympics,non-hate
TopPost,#parisolympics,09-08-2024,WHAT A REACTION! Tara Davis-Woodhall is GOLDEN in the women's long jump! #ParisOlympics,97,839,34000,reaction tara daviswoodhall golden woman long jump parisolympics,"['reaction', 'tara', 'daviswoodhall', 'golden', 'woman', 'long', 'jump', 'parisolympics']",reaction tara daviswoodhall golden woman long jump parisolympics,non-hate
TopPost,#parisolympics,08-08-2024,THESE ARE THE MOMENTS. OLYMPIC CHAMPION TARA DAVIS-WOODHALL #ParisOlympics,1300,19000,481000,moment olympic champion daviswoodhall parisolympics,"['moment', 'olympic', 'champion', 'daviswoodhall', 'parisolympics']",moment olympic 👑 daviswoodhall parisolympics,non-hate
TopPost,#parisolympics,08-08-2024,Gabby Thomas gets her national anthem moment on the women's 200m podium for Olympic gold  #ParisOlympics,1100,19000,376000,gabby thomas get national anthem moment woman podium olympic gold parisolympics,"['gabby', 'thomas', 'get', 'national', 'anthem', 'moment', 'woman', 'podium', 'olympic', 'gold', 'parisolympics']",gabby thomas get national anthem moment woman podium olympic 🥇 parisolympics,non-hate
TopPost,#olympics2024,01-08-2024,"This is heartbreaking. Transgender people are not only trying to ruin women's sports, now the ParisÃ¢Â€Â¯and the entire gays rights movement.#AngelaCarini #Paris2024 #Olympics2024#IStandWithAngelaCarini #Olympics #OlympicGames",7,8,2300,heartbreaking transgender people trying ruin woman sport parisand entire gay right movementangelacarini paris2024 olympics olympicgames,"['heartbreaking', 'transgender', 'people', 'trying', 'ruin', 'woman', 'sport', 'parisand', 'entire', 'gay', 'right', 'movementangelacarini', 'paris2024', 'olympics', 'olympicgames']",heartbreaking transgender people trying ruin woman sport parisand entire gay right movementangelacarini paris2024 olympics olympicgames,hate
TopPost,#olympics2024,08-08-2024,That was amazing!  It was amazing watching #Quincy_Hall  Not giving up and finding that last gear. Best one minute ever! #USA #Olympics2024,0,5,610,amazing amazing watching quincyhall giving finding last gear best minute ever usa olympics2024,"['amazing', 'amazing', 'watching', 'quincyhall', 'giving', 'finding', 'last', 'gear', 'best', 'minute', 'ever', 'usa', 'olympics2024']",amazing amazing watching quincyhall giving finding last gear best minute ever usa olympics2024,non-hate
TopPost,#paris2024,08-08-2024,"Yes, it's a thing. Athletes at the Olympics and beyond are striking the cool stance of Turkish silver medalist Yusuf Dikec, who broke the internet. #Paris2024",395,3100,104000,yes thing athlete olympics striking cool stance turkish silver medalist yusuf dikec broke internet paris2024,"['yes', 'thing', 'athlete', 'olympics', 'striking', 'cool', 'stance', 'turkish', 'silver', 'medalist', 'yusuf', 'dikec', 'broke', 'internet', 'paris2024']",yes thing athlete olympics striking cool stance turkish silver medalist yusuf dikec broke internet paris2024,non-hate
TopPost,#paris2024,07-08-2024,The celebration that keeps on giving #Paris2024,2700,22000,4300000,celebration keep giving paris2024,"['celebration', 'keep', 'giving', 'paris2024']",celebration keep giving paris2024,non-hate
TopPost,#olympics2024,01-08-2024,"WOW!  Swapnil Kusal makes India proud by winning the BRONZE MEDAL!  That's India's 3rd medal at the Olympics 2024! Incredible achievement! Keep shining, Swapnil! You're an inspiration to millions! #Olympics2024 #TeamIndia #BronzeMedal #Paris2024 #IndiaAtOlympics",8,41,3700,wow swapnil kusal make india proud winning bronze medal thats india medal olympics incredible achievement keep shining swapnil youre inspiration teamindia bronzemedal paris2024 indiaatolympics,"['wow', 'swapnil', 'kusal', 'make', 'india', 'proud', 'winning', 'bronze', 'medal', 'thats', 'india', 'medal', 'olympics', 'incredible', 'achievement', 'keep', 'shining', 'swapnil', 'youre', 'inspiration', 'teamindia', 'bronzemedal', 'paris2024', 'indiaatolympics']",wow swapnil kusal make india proud winning bronze 🏅 thats india 🏅 olympics incredible achievement keep shining swapnil youre inspiration teamindia bronzemedal paris2024 indiaatolympics,non-hate
TopPost,#olympics2024,06-08-2024,Ã¢Â€Â¢ Inspired by Allyson FelixÃ¢Â€Â¢ Studied neurobiology at HarvardÃ¢Â€Â¢Ã‚Â Got her Master's degree in EpidemiologyÃ¢Â€Â¢Ã‚Â Volunteers at a clinic for the uninsured in TexasÃ¢Â€Â¢Ã‚Â Signed an endorsement deal with New BalanceÃ¢Â€Â¢ Just absolutely dominated the 200m final in ParisGABBY THOMAS,3600,17000,544000,inspired allyson felix studied neurobiology harvardgot master degree epidemiologyvolunteers clinic uninsured texassigned endorsement deal new balance absolutely dominated final parisgabby thomas,"['inspired', 'allyson', 'felix', 'studied', 'neurobiology', 'harvardgot', 'master', 'degree', 'epidemiologyvolunteers', 'clinic', 'uninsured', 'texassigned', 'endorsement', 'deal', 'new', 'balance', 'absolutely', 'dominated', 'final', 'parisgabby', 'thomas']",inspired allyson felix studied neurobiology harvardgot master degree epidemiologyvolunteers clinic uninsured texassigned endorsement deal new balance absolutely dominated final parisgabby thomas,non-hate
TopPost,#parisolympics,08-08-2024,Ã¢Â€ÂœI feel like sheÃ¢Â€Â™s screaming through my soul!Ã¢Â€ÂDarrell Hill is FIRED UP watching Anna Hall put on a show in the heptathlon. #ParisOlympics  USA Network and Peacock,320,3500,406000,feel shes screaming souldarrell hill fired watching anna hall put show heptathlon parisolympics usa network peacock,"['feel', 'shes', 'screaming', 'souldarrell', 'hill', 'fired', 'watching', 'anna', 'hall', 'put', 'show', 'heptathlon', 'parisolympics', 'usa', 'network', 'peacock']",feel shes screaming souldarrell hill fired watching anna hall put show heptathlon parisolympics usa network peacock,non-hate
TopPost,#paris2024,08-08-2024,GOLD MEDAL AND OLYMPIC RECORDRizki Juniansyah sukses menyumbang emas angkat besi 73 kg putra untuk Indonesia  Total: 354 kg Snatch: 155 kg Clean and jerk: 199 kg (OR)#SportsTerlengkapAdaDiVidio #BawaPulangMedali #Olympics #Paris2024 #Weightlifting,6500,13000,332000,gold medal olympic recordrizki juniansyah sukses menyumbang emas angkat besi kg putra untuk indonesia total kg snatch kg clean jerk kg orsportsterlengkapadadividio bawapulangmedali olympics paris2024 weightlifting,"['gold', 'medal', 'olympic', 'recordrizki', 'juniansyah', 'sukses', 'menyumbang', 'emas', 'angkat', 'besi', 'kg', 'putra', 'untuk', 'indonesia', 'total', 'kg', 'snatch', 'kg', 'clean', 'jerk', 'kg', 'orsportsterlengkapadadividio', 'bawapulangmedali', 'olympics', 'paris2024', 'weightlifting']",🥇 🏅 olympic recordrizki juniansyah sukses menyumbang emas angkat besi kg putra untuk indonesia total kg snatch kg clean jerk kg orsportsterlengkapadadividio bawapulangmedali olympics paris2024 weightlifting,hate
TopPost,#paris2024,08-08-2024,"BotswanaÃ¢Â€Â™s FIRST EVER Olympic gold!  Letsile Tebogo, history maker  #Olympics #Paris2024",727,3900,485000,botswana first ever olympic gold letsile tebogo history maker olympics paris2024,"['botswana', 'first', 'ever', 'olympic', 'gold', 'letsile', 'tebogo', 'history', 'maker', 'olympics', 'paris2024']",botswana first ever olympic 🥇 letsile tebogo history maker olympics paris2024,non-hate
TopPost,#paris2024,08-08-2024,"Like mother, like son The Chopra family is a class act! #Paris2024 | #OlympicGames",517,3600,64000,mother son chopra family class act paris2024 olympicgames,"['mother', 'son', 'chopra', 'family', 'class', 'act', 'paris2024', 'olympicgames']",mother son chopra family class act paris2024 olympicgames,non-hate
TopPost,#parisolympics,08-08-2024,"Sydney McLaughlin-Levrone is the FIRST woman to EVER win two 400m hurdles gold medals, and she did it BACK-TO-BACK. #ParisOlympics NBC & Peacock",372,1900,79000,sydney mclaughlinlevrone first woman ever win hurdle gold medal backtoback parisolympics nbc peacock,"['sydney', 'mclaughlinlevrone', 'first', 'woman', 'ever', 'win', 'hurdle', 'gold', 'medal', 'backtoback', 'parisolympics', 'nbc', 'peacock']",sydney mclaughlinlevrone first woman ever 🏆 hurdle 🥇 🏅 backtoback parisolympics nbc peacock,non-hate
TopPost,#parisolympics,09-08-2024,Tara Davis-Woodhall never stops making content   #ParisOlympics  : Hunter Woodhall,131,1400,62000,tara daviswoodhall never stop making content parisolympics hunter woodhall,"['tara', 'daviswoodhall', 'never', 'stop', 'making', 'content', 'parisolympics', 'hunter', 'woodhall']",tara daviswoodhall never stop making content parisolympics hunter woodhall,non-hate
TopPost,#parisolympics,08-08-2024,What a breakthrough for Anna Cockrell for her FIRST Olympic medal!  #ParisOlympics,1200,10000,131000,anna cockrell first olympic medal parisolympics,"['anna', 'cockrell', 'first', 'olympic', 'medal', 'parisolympics']",anna cockrell first olympic 🏅 parisolympics,non-hate
TopPost,#parisolympics,06-08-2024,"Tara Davis-Woodhall, take a bow! With the longest jump of the morning, Tara advances to the final on Thursday! #ParisOlympics",125,751,37000,tara daviswoodhall take bow longest jump morning tara advance final thursday parisolympics,"['tara', 'daviswoodhall', 'take', 'bow', 'longest', 'jump', 'morning', 'tara', 'advance', 'final', 'thursday', 'parisolympics']",tara daviswoodhall take bow longest jump morning tara advance final thursday parisolympics,non-hate
TopPost,#parisolympics,06-08-2024,A MONUMENTAL upset in the menÃ¢Â€Â™s 1500m final as AMERICAN COLE HOCKER takes down the favorites to win GOLD!  #ParisOlympics,1800,16000,2500000,monumental upset men final american cole hocker take favorite win gold parisolympics,"['monumental', 'upset', 'men', 'final', 'american', 'cole', 'hocker', 'take', 'favorite', 'win', 'gold', 'parisolympics']",monumental upset men final american cole hocker take favorite 🏆 🥇 parisolympics,non-hate
TopPost,#olympics2024,06-08-2024,It's 9-11 time bitches! Swanson to sophia! Bang bang!  #Paris2024 #Olympics2024 #GermanyvsUnitedStates,0,1,496,time bitch swanson sophia bang bang paris2024 olympics2024 germanyvsunitedstates,"['time', 'bitch', 'swanson', 'sophia', 'bang', 'bang', 'paris2024', 'olympics2024', 'germanyvsunitedstates']",time bitch swanson sophia bang bang paris2024 olympics2024 germanyvsunitedstates,hate
TopPost,#paris2024,08-08-2024,OLYMPIC RECORD 's Arshad Nadeem launches an absolute missile in the men's javelin throw final.92.97m Olympic record 4 more attempts to go.#Paris2024 #Olympics,3100,14000,610000,olympic record arshad nadeem launch absolute missile men javelin throw final9297m olympic record attempt goparis2024 olympics,"['olympic', 'record', 'arshad', 'nadeem', 'launch', 'absolute', 'missile', 'men', 'javelin', 'throw', 'final9297m', 'olympic', 'record', 'attempt', 'goparis2024', 'olympics']",olympic 📈 arshad nadeem launch absolute missile men javelin throw final9297m olympic 📈 attempt goparis2024 olympics,non-hate
TopPost,#paris2024,08-08-2024,EXCELLENT. #Paris2024 x #Basketball,1600,11000,245000,excellent paris2024 x basketball,"['excellent', 'paris2024', 'x', 'basketball']",excellent paris2024 x basketball,non-hate
TopPost,#parisolympics,08-08-2024,"THE UNITED STATES PREVAILS IN A CLASSIC! ONCE DOWN 17, THEY DEFEAT SERBIA TO ADVANCE TO THE OLYMPIC FINAL. #ParisOlympics",1900,8900,325000,united state prevails classic defeat serbia advance olympic final parisolympics,"['united', 'state', 'prevails', 'classic', 'defeat', 'serbia', 'advance', 'olympic', 'final', 'parisolympics']",united state prevails classic defeat serbia advance olympic final parisolympics,non-hate
TopPost,#parisolympics,09-08-2024,Tara Davis-Woodhall did THAT! #ParisOlympics,95,653,24000,tara daviswoodhall parisolympics,"['tara', 'daviswoodhall', 'parisolympics']",tara daviswoodhall parisolympics,non-hate
TopPost,#olympics2024,08-08-2024,Golden boy @Neeraj_chopra1  has won a gold medal in the @Olympics .And  nominated for the world athlete of the year. This is a matter of great pride for our country India. Very very congratulations for the gold medal.#Olympics2024 #GOLD  #NeerajChopra #NeerajChopraWinsGold,0,1,283,golden boy neerajchopra1 gold medal olympics nominated world athlete year matter great pride country india congratulation gold medalolympics2024 gold neerajchopra neerajchoprawinsgold,"['golden', 'boy', 'neerajchopra1', 'gold', 'medal', 'olympics', 'nominated', 'world', 'athlete', 'year', 'matter', 'great', 'pride', 'country', 'india', 'congratulation', 'gold', 'medalolympics2024', 'gold', 'neerajchopra', 'neerajchoprawinsgold']",golden boy neerajchopra1 🥇 🏅 olympics nominated 🌎 athlete year matter great pride country india congratulation 🥇 medalolympics2024 🥇 neerajchopra neerajchoprawinsgold,non-hate
TopPost,#olympics2024,08-08-2024,"ZAMBIA KU CHALO Thank you very much heavenly father, I'll forever be grateful. #ZambiaKuChalo #TeamYatu #goldenmoments #olympics2024 #Paris2024 #MULUNGU_PASOGOLO #muzalasamukonga",317,1500,15000,zambia ku chalo thank much heavenly father ill forever grateful zambiakuchalo teamyatu goldenmoments olympics2024 paris2024 mulungupasogolo muzalasamukonga,"['zambia', 'ku', 'chalo', 'thank', 'much', 'heavenly', 'father', 'ill', 'forever', 'grateful', 'zambiakuchalo', 'teamyatu', 'goldenmoments', 'olympics2024', 'paris2024', 'mulungupasogolo', 'muzalasamukonga']",zambia ku chalo thank much heavenly father ill forever grateful zambiakuchalo teamyatu goldenmoments olympics2024 paris2024 mulungupasogolo muzalasamukonga,non-hate
TopPost,#olympics2024,08-08-2024,19 Ã˜Â³Ã˜Â§Ã™Â„Ã›Â Ã˜Â§Ã›ÂŒÃ˜Â±Ã˜Â§Ã™Â†Ã›ÂŒ Ã™Â„ÃšÂ‘ÃšÂ©Ã›ÂŒ Ã˜Â§Ã›ÂŒÃ˜ÂªÃšÂ¾Ã™Â„Ã›ÂŒÃ™Â¹ 400 Ã™Â…Ã›ÂŒÃ™Â¹Ã˜Â± Ã˜Â¯Ã™ÂˆÃšÂ‘ Ã™Â…Ã›ÂŒÃšÂº Ã˜Â¨Ã˜Â§Ã˜Â­Ã˜Â¬Ã˜Â§Ã˜Â¨ Ã›ÂÃ™ÂˆÃšÂ©Ã˜Â± Ã˜Â¨Ã˜ÂºÃ›ÂŒÃ˜Â± ÃšÂ©Ã˜Â³Ã›ÂŒ ÃšÂ¯Ã˜Â§Ã˜Â¦Ã›ÂŒÃšÂˆ ÃšÂ©Ã›Â’ ÃšÂ¯Ã™ÂˆÃ™Â„ÃšÂˆ Ã™Â…Ã›ÂŒÃšÂˆÃ™Â„ Ã˜Â§Ã™Â¾Ã™Â†Ã›Â’ Ã™Â†Ã˜Â§Ã™Â… ÃšÂ©Ã˜Â±ÃšÂ©Ã›Â’ Ã˜Â¯Ã™Â†Ã›ÂŒÃ˜Â§ Ã˜Â¨ÃšÂ¾Ã˜Â± ÃšÂ©Ã›ÂŒ Ã˜Â®Ã™ÂˆÃ˜Â§Ã˜ÂªÃ›ÂŒÃ™Â† ÃšÂ©Ã›Â’ Ã™Â„Ã›ÂŒÃ›Â’ Ã™Â…Ã˜Â«Ã˜Â§Ã™Â„ Ã˜Â¨Ã™Â† ÃšÂ¯Ã˜Â¦Ã›ÂŒÃšÂº . Ã™Â…Ã˜Â¨Ã›ÂŒÃ™Â†Ã˜Â§ Ã™Â†Ã˜Â¹Ã™Â…Ã˜Âª Ã˜Â²Ã˜Â§Ã˜Â¯Ã›Â Ã™Â†Ã›Â’ Ã˜ÂªÃ˜Â§Ã˜Â¦ÃšÂ©Ã™ÂˆÃ˜Â§Ã™Â†ÃšÂˆÃ™Âˆ Ã™Â…Ã›ÂŒÃšÂº Ã˜Â¨Ã˜Â±Ã˜Â§Ã™Â†Ã˜Â² Ã™Â…Ã›ÂŒÃšÂˆÃ™Â„ Ã˜Â¬Ã›ÂŒÃ˜ÂªÃ™Â†Ã›Â’ ÃšÂ©Ã›Â’ Ã˜Â¨Ã˜Â¹Ã˜Â¯ Ã˜Â§Ã˜Â³ Ã™Â…Ã›ÂŒÃšÂˆÃ™Â„  ÃšÂ©Ã™Âˆ Ã˜Â§Ã™Â…Ã˜Â§Ã™Â… Ã˜Â²Ã™Â…Ã˜Â§Ã™Â† Ã˜Â¹Ã™Â„Ã›ÂŒÃ›Â Ã˜Â§Ã™Â„Ã˜Â³Ã™Â„Ã˜Â§Ã™Â… ÃšÂ©Ã›Â’ Ã™Â†Ã˜Â§Ã™Â… ÃšÂ©Ã˜Â±Ã˜Â¯Ã›ÂŒÃ˜Â§Ã›Â”#olympics2024 #iraniangirl,137,641,17000,olympics2024 iraniangirl,"['olympics2024', 'iraniangirl']",olympics2024 iraniangirl,non-hate
TopPost,#olympics2024,08-08-2024,My heart is full  #NeerajChopra #ArshadNadeem #Olympics2024,2,5,365,heart full neerajchopra arshadnadeem olympics2024,"['heart', 'full', 'neerajchopra', 'arshadnadeem', 'olympics2024']",heart full neerajchopra arshadnadeem olympics2024,non-hate
TopPost,#paris2024,08-08-2024,Letsile Tebogo puts Botswana on top of the world  Stream #Paris2024 live: https://tinyurl.com/4wrtdwtb  #CloserToYourChampions,1900,4600,154000,letsile tebogo put top world stream paris2024 live closertoyourchampions,"['letsile', 'tebogo', 'put', 'top', 'world', 'stream', 'paris2024', 'live', 'closertoyourchampions']",letsile tebogo put top 🌎 stream paris2024 live closertoyourchampions,hate
TopPost,#paris2024,07-08-2024,More X symbols from the women losing to men in the womenÃ¢Â€Â™s boxing in #Paris2024. IÃ¢Â€Â™m here for this.  Peak the world ladies.,3800,25000,255000,x symbol woman losing men woman boxing paris2024 im peak world lady,"['x', 'symbol', 'woman', 'losing', 'men', 'woman', 'boxing', 'paris2024', 'im', 'peak', 'world', 'lady']",x symbol woman losing men woman boxing paris2024 im peak 🌎 lady,non-hate
TopPost,#paris2024,07-08-2024,India's shinning star @mirabai_chanu narrowly missed Olympic - Medal in Weightlifting (49kg) by small margin and come 4th at #Paris2024 but we are very proud of your achievements & always proud of you ! #Cheer4Bharat,995,10000,172000,india shinning star mirabaichanu narrowly missed medal weightlifting small margin come paris2024 proud achievement always proud cheer4bharat,"['india', 'shinning', 'star', 'mirabaichanu', 'narrowly', 'missed', 'medal', 'weightlifting', 'small', 'margin', 'come', 'paris2024', 'proud', 'achievement', 'always', 'proud', 'cheer4bharat']",india shinning star mirabaichanu narrowly missed 🏅 weightlifting small margin come paris2024 proud achievement always proud cheer4bharat,non-hate
TopPost,#paris2024,08-08-2024,And can we talk about Anna Cockrell??! Silver medal and a HUGE PR.#Paris2024,536,4500,76000,talk anna cockrell silver medal huge prparis2024,"['talk', 'anna', 'cockrell', 'silver', 'medal', 'huge', 'prparis2024']",talk anna cockrell silver 🏅 huge prparis2024,non-hate
TopPost,#paris2024,08-08-2024,Curry for the lead! USA Network + Peacock  #USABMNT #Paris2024 #Basketball,837,5600,361000,curry lead usa network peacock usabmnt paris2024 basketball,"['curry', 'lead', 'usa', 'network', 'peacock', 'usabmnt', 'paris2024', 'basketball']",curry lead usa network peacock usabmnt paris2024 basketball,non-hate
TopPost,#paris2024,08-08-2024,"His name is #ArshadNadeem. His throw is liberation, it is hope. He did it, he did it himself, this belongs to him & him alone & we as a country should cherish him. He didnÃ¢Â€Â™t just win, he broke the record. The Olympic record belongs to a Pakistani. #Paris2024",713,3900,186000,name arshadnadeem throw liberation hope alone country cherish didnt win broke record olympic record belongs pakistani paris2024,"['name', 'arshadnadeem', 'throw', 'liberation', 'hope', 'alone', 'country', 'cherish', 'didnt', 'win', 'broke', 'record', 'olympic', 'record', 'belongs', 'pakistani', 'paris2024']",name arshadnadeem throw liberation hope alone country cherish didnt 🏆 broke 📈 olympic 📈 belongs pakistani paris2024,non-hate
TopPost,#parisolympics,08-08-2024,What an anchor leg from ShaÃ¢Â€Â™Carri Richardson to send the United States to the 4x100m final. #ParisOlympics  USA Network & Peacock,1700,8400,926000,anchor leg shacarri richardson send united state final parisolympics usa network peacock,"['anchor', 'leg', 'shacarri', 'richardson', 'send', 'united', 'state', 'final', 'parisolympics', 'usa', 'network', 'peacock']",anchor leg shacarri richardson send united state final parisolympics usa network peacock,non-hate
TopPost,#parisolympics,08-08-2024,AND COUNTING #ParisOlympics,1600,17000,240000,counting parisolympics,"['counting', 'parisolympics']",counting parisolympics,non-hate
TopPost,#paris2024,08-08-2024,"WOMENS SPORT. On the ropes and finished off with a dirty punch to the back of the head, while the world watches #Paris2024",1600,5000,197000,woman sport rope finished dirty punch back head world watch paris2024,"['woman', 'sport', 'rope', 'finished', 'dirty', 'punch', 'back', 'head', 'world', 'watch', 'paris2024']",woman sport rope finished dirty punch back head 🌎 watch paris2024,non-hate
TopPost,#paris2024,08-08-2024,Name a more iconic duo. #USABMNT #Paris2024 #Basketball,3000,17000,896000,name iconic duo usabmnt paris2024 basketball,"['name', 'iconic', 'duo', 'usabmnt', 'paris2024', 'basketball']",name iconic duo usabmnt paris2024 basketball,non-hate
TopPost,#olympics2024,08-08-2024,Neeraj Chopra has won a gold medal in the Olympics. And has been nominated for the world athlete of the year. This is a matter of great pride for our country India. Many many congratulations for the gold medal.#NeerajChopraWinsGold#Olympics2024 #GOLD #NeerajChopra,130,678,112000,neeraj chopra gold medal olympics nominated world athlete year matter great pride country india many many congratulation gold medalneerajchoprawinsgoldolympics2024 gold neerajchopra,"['neeraj', 'chopra', 'gold', 'medal', 'olympics', 'nominated', 'world', 'athlete', 'year', 'matter', 'great', 'pride', 'country', 'india', 'many', 'many', 'congratulation', 'gold', 'medalneerajchoprawinsgoldolympics2024', 'gold', 'neerajchopra']",neeraj chopra 🥇 🏅 olympics nominated 🌎 athlete year matter great pride country india many many congratulation 🥇 medalneerajchoprawinsgoldolympics2024 🥇 neerajchopra,non-hate
TopPost,#parisolympics,08-08-2024,The best of all time @GoSydGo is the first woman in history to repeat Olympic gold in the 400m hurdles.#ParisOlympics,1100,9300,137000,best time gosydgo first woman history repeat olympic gold hurdlesparisolympics,"['best', 'time', 'gosydgo', 'first', 'woman', 'history', 'repeat', 'olympic', 'gold', 'hurdlesparisolympics']",best time gosydgo first woman history repeat olympic 🥇 hurdlesparisolympics,non-hate
TopPost,#parisolympics,08-08-2024,Sam Watson breaks his own speed climbing world record to secure BRONZE at the #ParisOlympics!,154,1000,196000,sam watson break speed climbing world record secure bronze parisolympics,"['sam', 'watson', 'break', 'speed', 'climbing', 'world', 'record', 'secure', 'bronze', 'parisolympics']",sam watson break speed climbing 🌎 📈 secure bronze parisolympics,non-hate
TopPost,#olympics2024,08-08-2024,I told yall years ago when it was me alone. #Jamaica #Olympics2024 Gold medal  for Jamaica in the discus.,261,1300,28000,told year ago alone jamaica olympics2024 gold medal jamaica discus,"['told', 'year', 'ago', 'alone', 'jamaica', 'olympics2024', 'gold', 'medal', 'jamaica', 'discus']",told year ago alone jamaica olympics2024 🥇 🏅 jamaica discus,non-hate
TopPost,#paris2024,08-08-2024,Name a more iconic duo. #USABMNT #Paris2024 #Basketball,3000,17000,897000,name iconic duo usabmnt paris2024 basketball,"['name', 'iconic', 'duo', 'usabmnt', 'paris2024', 'basketball']",name iconic duo usabmnt paris2024 basketball,non-hate
